age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
26-39,male,majority,0-9y,high school,upper class,0.4469435281716225,True,before 2015,True,False,11000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,middle class,0.6078036995033183,True,after 2015,False,True,12000.0,sedan,0,1,1,False
40-64,male,majority,20-29y,university,upper class,0.6051532270537233,True,before 2015,True,False,11697.003206900365,sedan,4,0,2,False
26-39,female,majority,10-19y,high school,poverty,0.3163694393923692,False,before 2015,False,False,15000.0,sedan,0,0,1,True
65+,male,majority,30y+,high school,upper class,0.5426244160681951,False,before 2015,True,True,11000.0,sedan,1,2,5,False
26-39,male,minority,10-19y,university,upper class,0.7182444310315163,True,before 2015,True,True,10000.0,sedan,4,0,0,False
16-25,female,majority,0-9y,university,middle class,0.6809116929366064,True,after 2015,False,True,10000.0,sedan,0,0,0,False
40-64,female,majority,0-9y,none,working class,0.4818636843468437,True,before 2015,False,True,13000.0,sedan,0,0,0,True
26-39,female,majority,0-9y,high school,working class,0.4539321185254526,True,before 2015,True,True,9000.0,sports car,0,0,0,False
26-39,female,minority,10-19y,none,working class,0.4328418893662019,True,before 2015,False,True,8000.0,sedan,2,0,3,False
26-39,male,majority,10-19y,university,upper class,0.5381973821644314,True,before 2015,False,False,15000.0,sedan,0,0,3,False
26-39,female,majority,10-19y,high school,poverty,0.4776699106023112,True,before 2015,False,False,13000.0,sedan,2,0,0,False
26-39,male,majority,10-19y,university,working class,0.43192928411686055,False,before 2015,True,True,12000.0,sedan,1,1,3,True
26-39,female,majority,0-9y,high school,upper class,0.5972183276616235,True,after 2015,False,True,15000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,none,middle class,0.5434086774169474,True,after 2015,False,True,13000.0,sedan,0,0,1,False
26-39,male,majority,10-19y,high school,upper class,0.5879638795165849,True,before 2015,True,True,12000.0,sedan,1,0,5,False
26-39,male,majority,10-19y,high school,middle class,0.5559535570676705,True,after 2015,True,True,11000.0,sedan,2,0,1,False
26-39,male,majority,0-9y,high school,working class,0.4257869067192916,False,after 2015,False,True,13000.0,sedan,0,0,0,False
26-39,male,majority,0-9y,university,middle class,0.6206647516894628,True,after 2015,False,False,13000.0,sedan,0,0,0,True
65+,male,minority,30y+,university,upper class,0.3894266905483992,True,before 2015,True,True,12000.0,sedan,0,0,6,False
16-25,male,majority,0-9y,high school,poverty,0.4376610934796095,False,before 2015,True,True,7000.0,sedan,0,0,0,True
26-39,female,majority,0-9y,high school,middle class,0.5749370954399275,False,after 2015,True,True,10000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,high school,poverty,0.3081036976868692,False,after 2015,False,True,11697.003206900365,sedan,0,0,0,True
65+,male,majority,20-29y,university,upper class,0.7097590437116957,True,before 2015,True,True,9000.0,sedan,0,0,2,False
26-39,male,majority,10-19y,high school,working class,0.43192928411686055,False,after 2015,False,False,14000.0,sedan,0,0,2,False
26-39,male,majority,10-19y,university,upper class,0.7508134369901283,True,after 2015,True,True,14000.0,sedan,1,0,2,False
26-39,female,majority,10-19y,none,poverty,0.4741201321807367,False,before 2015,False,False,12000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.5202419562823012,True,before 2015,True,True,11000.0,sedan,1,0,2,False
40-64,male,majority,20-29y,high school,poverty,0.2423059228432957,False,before 2015,True,False,15000.0,sedan,4,1,1,False
16-25,male,majority,0-9y,high school,middle class,0.4810175585638772,False,before 2015,True,True,13000.0,sedan,0,0,0,True
26-39,male,majority,0-9y,university,working class,0.2500917022572353,True,before 2015,False,True,16000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.5636540752380534,True,after 2015,True,True,8000.0,sports car,13,3,1,False
65+,male,majority,30y+,university,middle class,0.5476628583971526,True,after 2015,True,True,6000.0,sedan,6,0,6,False
40-64,male,majority,20-29y,university,middle class,0.5390231589058753,True,after 2015,False,True,14000.0,sedan,4,3,4,False
65+,female,majority,10-19y,university,upper class,0.5249004670059866,True,before 2015,True,True,11697.003206900365,sedan,2,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.4711356183608628,True,before 2015,False,False,12000.0,sedan,4,0,1,False
40-64,female,majority,20-29y,university,upper class,0.613826977680089,True,after 2015,True,True,6000.0,sedan,3,1,1,False
65+,female,majority,30y+,high school,middle class,0.5117586505444637,False,before 2015,True,True,10000.0,sedan,2,1,4,False
65+,female,majority,20-29y,high school,middle class,0.5228001606856795,True,after 2015,False,True,13000.0,sedan,2,0,1,False
65+,male,majority,0-9y,university,upper class,0.4990552402742981,True,before 2015,False,True,11000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,high school,middle class,0.5687974266135234,False,before 2015,True,False,12000.0,sedan,0,0,0,True
40-64,female,majority,10-19y,university,upper class,0.7697060280613082,True,before 2015,True,True,15000.0,sedan,1,0,0,False
26-39,female,majority,0-9y,none,working class,0.3752482340703718,True,before 2015,True,True,13000.0,sedan,0,0,0,False
26-39,female,majority,0-9y,university,upper class,0.613826977680089,True,before 2015,True,False,10000.0,sports car,0,0,0,False
16-25,male,majority,0-9y,high school,poverty,0.2756617672600435,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
40-64,female,majority,0-9y,high school,upper class,0.4680045782114708,True,before 2015,True,True,7000.0,sedan,0,0,0,True
65+,female,majority,10-19y,university,upper class,0.6455861279190653,True,after 2015,True,True,11000.0,sedan,2,0,1,False
40-64,female,majority,0-9y,high school,working class,0.3260329842745465,False,after 2015,False,False,11000.0,sedan,0,0,0,False
65+,female,majority,20-29y,high school,upper class,0.6519143421966002,False,before 2015,True,True,8000.0,sedan,3,0,2,False
65+,female,majority,30y+,high school,upper class,0.5066846105467238,True,before 2015,True,True,9000.0,sedan,0,0,5,False
40-64,female,majority,20-29y,university,upper class,0.5638124626423421,True,before 2015,True,True,13000.0,sedan,0,0,1,False
40-64,male,majority,20-29y,university,upper class,0.7510668440453718,True,before 2015,True,True,9000.0,sports car,1,1,2,False
26-39,female,majority,0-9y,high school,working class,0.3987313542454155,False,before 2015,False,True,12000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,high school,poverty,0.34833133094379204,False,before 2015,False,True,12000.0,sedan,0,0,1,True
40-64,male,majority,20-29y,high school,middle class,0.5236585383213973,True,before 2015,False,True,4000.0,sedan,15,2,6,False
26-39,male,majority,0-9y,none,poverty,0.4344016803120741,False,before 2015,False,False,15000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,working class,0.5092381076694258,False,after 2015,True,False,11697.003206900365,sedan,0,0,0,False
40-64,male,majority,20-29y,university,middle class,0.330887247220658,True,before 2015,True,False,11000.0,sedan,12,0,2,False
65+,female,majority,30y+,university,upper class,0.613826977680089,True,before 2015,True,True,10000.0,sedan,4,1,6,False
26-39,male,majority,10-19y,none,poverty,0.2918290329909437,False,before 2015,True,True,10000.0,sedan,1,0,1,True
40-64,female,majority,10-19y,high school,middle class,0.5779891114550827,True,before 2015,False,True,13000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,university,working class,0.5251503019981206,False,before 2015,False,True,8000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,middle class,0.7087716412836736,True,after 2015,True,True,13000.0,sedan,1,0,4,False
26-39,female,majority,0-9y,high school,upper class,0.677983680244089,False,after 2015,False,True,15000.0,sedan,0,0,0,False
65+,male,majority,30y+,high school,middle class,0.5998608909858046,True,after 2015,True,True,8000.0,sedan,4,1,5,False
65+,male,majority,20-29y,university,upper class,0.556821529947094,True,after 2015,True,True,8000.0,sedan,8,2,4,True
16-25,male,majority,0-9y,none,poverty,0.3007365408615052,False,before 2015,False,False,15000.0,sedan,0,0,0,True
26-39,female,minority,10-19y,none,poverty,0.4217083256454634,True,before 2015,False,False,17000.0,sedan,0,0,1,False
65+,female,majority,20-29y,university,upper class,0.5172578396228402,True,before 2015,True,True,13000.0,sedan,1,0,0,False
40-64,male,majority,20-29y,university,upper class,0.613826977680089,False,after 2015,False,True,12000.0,sedan,2,0,6,False
26-39,female,majority,0-9y,university,working class,0.3878674674190613,True,before 2015,True,True,9000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,university,upper class,0.7017635342356813,True,before 2015,True,True,8000.0,sedan,0,0,0,False
65+,male,majority,30y+,high school,upper class,0.5548553575919063,True,after 2015,True,True,13000.0,sedan,3,1,1,False
26-39,male,majority,10-19y,university,upper class,0.4996337688660024,True,after 2015,True,True,11697.003206900365,sedan,1,1,3,False
16-25,female,majority,0-9y,high school,poverty,0.34833133094379204,False,before 2015,False,False,15000.0,sedan,0,0,0,False
16-25,male,minority,0-9y,high school,working class,0.3800621432836776,True,before 2015,False,False,16000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,university,middle class,0.6012904659428779,True,before 2015,True,True,9000.0,sedan,2,0,3,False
40-64,female,majority,0-9y,university,upper class,0.4953679770062505,True,before 2015,False,True,8000.0,sedan,0,0,0,False
26-39,female,majority,0-9y,high school,working class,0.4786910984227911,True,before 2015,True,False,16000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,middle class,0.4042843675661335,True,before 2015,True,True,13000.0,sedan,0,1,2,False
26-39,male,majority,10-19y,none,working class,0.3780463794716419,False,after 2015,False,False,13000.0,sedan,2,1,3,False
40-64,female,majority,20-29y,high school,upper class,0.6638339947593962,False,before 2015,False,False,19000.0,sedan,1,0,2,False
40-64,female,majority,0-9y,university,middle class,0.5236585383213973,True,before 2015,True,True,11000.0,sedan,0,0,0,False
65+,female,majority,0-9y,high school,upper class,0.5614622301842259,True,after 2015,True,True,4000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,university,working class,0.2772801448497201,True,before 2015,False,False,16000.0,sedan,0,1,0,False
65+,female,majority,30y+,university,upper class,0.6819567520526453,True,after 2015,False,True,11000.0,sedan,6,0,1,False
40-64,male,majority,20-29y,university,middle class,0.4731435806442583,True,before 2015,False,True,10000.0,sedan,3,0,6,False
16-25,female,majority,0-9y,none,poverty,0.4842043342946769,False,before 2015,False,True,12000.0,sedan,0,0,0,False
40-64,female,majority,10-19y,none,middle class,0.5898164523944229,True,before 2015,True,True,12000.0,sedan,1,0,0,False
26-39,male,majority,10-19y,university,upper class,0.6049537979222093,True,after 2015,False,True,14000.0,sedan,1,1,0,False
26-39,female,majority,10-19y,none,working class,0.5730281678609511,True,before 2015,True,False,11697.003206900365,sedan,0,0,0,False
26-39,female,majority,10-19y,none,working class,0.3652866357527698,True,after 2015,False,False,12000.0,sedan,1,0,1,False
16-25,female,majority,0-9y,none,poverty,0.3194764685184579,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,middle class,0.7217552349986477,False,after 2015,True,False,10000.0,sedan,1,0,2,False
26-39,male,majority,10-19y,university,middle class,0.4180787844444573,True,after 2015,False,True,12000.0,sedan,2,0,0,False
65+,male,majority,0-9y,high school,upper class,0.7115976581733665,True,before 2015,True,True,6000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,middle class,0.6338844050411873,True,after 2015,False,True,11000.0,sedan,1,1,0,False
40-64,male,majority,20-29y,university,upper class,0.526146302587633,True,before 2015,True,True,6000.0,sedan,9,1,6,False
65+,male,minority,30y+,university,upper class,0.5896219886541012,True,after 2015,True,True,12000.0,sedan,1,0,4,False
40-64,female,majority,0-9y,high school,working class,0.3933243530697776,True,before 2015,False,True,12000.0,sedan,0,0,0,False
26-39,female,majority,0-9y,university,middle class,0.5180666014945225,True,before 2015,True,False,13000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,working class,0.3575458646951541,True,before 2015,True,True,7000.0,sedan,0,0,0,True
16-25,male,minority,0-9y,university,working class,0.4127215341326239,True,before 2015,True,False,12000.0,sedan,0,0,0,True
40-64,female,majority,0-9y,none,middle class,0.4901743887596553,False,before 2015,False,False,11000.0,sedan,0,0,0,True
26-39,female,majority,0-9y,high school,poverty,0.3642432277883203,True,after 2015,False,True,14000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,none,poverty,0.327273334521353,True,after 2015,False,False,16000.0,sedan,0,0,0,False
40-64,male,majority,10-19y,university,upper class,0.7219915295214294,True,before 2015,True,True,11000.0,sedan,4,0,4,False
26-39,female,majority,10-19y,high school,working class,0.43192928411686055,False,after 2015,False,True,11697.003206900365,sedan,1,0,0,False
40-64,female,majority,20-29y,university,upper class,0.6877053104767942,True,after 2015,True,True,9000.0,sedan,3,0,1,False
40-64,male,majority,20-29y,high school,middle class,0.6054595518727779,True,before 2015,True,True,11697.003206900365,sedan,2,0,3,False
40-64,male,majority,20-29y,high school,middle class,0.5701658701665713,True,before 2015,False,False,18000.0,sedan,1,1,4,False
26-39,female,majority,10-19y,high school,working class,0.3148797289571015,True,before 2015,False,True,11000.0,sedan,0,0,1,False
16-25,female,majority,0-9y,high school,poverty,0.5103579543132797,False,before 2015,True,False,14000.0,sedan,0,0,0,True
65+,female,majority,30y+,university,middle class,0.6415992914644384,True,before 2015,True,True,13000.0,sedan,0,0,0,False
40-64,male,majority,10-19y,university,middle class,0.5236585383213973,True,before 2015,False,True,10000.0,sedan,2,0,0,False
65+,male,majority,30y+,high school,middle class,0.5236585383213973,False,before 2015,False,True,11000.0,sedan,2,0,0,False
16-25,male,majority,0-9y,university,working class,0.4728359811445909,True,before 2015,False,False,13000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,university,middle class,0.5975814142184755,False,after 2015,False,True,11000.0,sedan,0,0,0,True
65+,male,majority,30y+,high school,middle class,0.5384399329851925,True,before 2015,True,True,11000.0,sedan,8,0,3,False
65+,female,majority,30y+,high school,upper class,0.6061070639429452,True,after 2015,False,True,12000.0,sedan,4,0,1,False
40-64,male,majority,20-29y,university,upper class,0.3451830367277076,True,after 2015,False,True,15000.0,sedan,0,0,0,False
26-39,male,majority,0-9y,university,middle class,0.5236585383213973,False,after 2015,False,False,15000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,upper class,0.5446454504752837,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,False
65+,female,majority,10-19y,university,upper class,0.5812195904222602,False,before 2015,True,True,9000.0,sedan,4,1,0,True
26-39,female,majority,10-19y,high school,poverty,0.332932445645567,False,before 2015,False,True,12000.0,sedan,0,0,1,False
26-39,female,majority,0-9y,high school,middle class,0.5269725998709889,True,before 2015,True,False,9000.0,sedan,0,0,0,True
40-64,female,majority,0-9y,none,working class,0.4958652916452254,False,after 2015,True,False,13000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,none,poverty,0.3216412224769529,False,before 2015,False,True,10000.0,sedan,1,0,2,True
40-64,female,majority,20-29y,high school,working class,0.4807836318448826,False,before 2015,False,True,11697.003206900365,sedan,3,1,4,False
65+,female,majority,30y+,high school,upper class,0.5861296763368554,True,after 2015,True,True,10000.0,sedan,5,2,1,False
26-39,male,minority,10-19y,university,working class,0.4563629649443308,False,before 2015,True,True,9000.0,sedan,1,0,1,True
65+,female,majority,30y+,university,upper class,0.6034148000738244,True,before 2015,True,True,5000.0,sedan,4,1,1,False
16-25,male,majority,0-9y,high school,poverty,0.2510366998612605,False,before 2015,False,False,14000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,none,poverty,0.3510593815269549,False,after 2015,False,False,16000.0,sedan,0,0,0,True
65+,female,majority,10-19y,high school,middle class,0.401791816930945,True,before 2015,False,True,11000.0,sedan,1,0,1,False
40-64,female,majority,0-9y,university,upper class,0.4629179029369282,True,before 2015,False,True,13000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,middle class,0.584410230882218,True,before 2015,True,True,14000.0,sedan,0,0,0,True
40-64,male,majority,10-19y,university,upper class,0.6621741504322499,True,after 2015,False,True,13000.0,sedan,1,0,1,False
26-39,female,majority,10-19y,university,upper class,0.6868096809121429,True,before 2015,True,True,10000.0,sedan,0,0,2,False
16-25,female,minority,0-9y,none,poverty,0.4440054619901436,False,before 2015,True,False,16000.0,sedan,0,0,0,True
65+,female,majority,30y+,high school,upper class,0.7837306862364176,False,before 2015,True,True,8000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,none,middle class,0.4060931476593959,True,before 2015,True,False,14000.0,sedan,2,1,0,False
40-64,male,majority,20-29y,high school,working class,0.43192928411686055,False,before 2015,False,True,12000.0,sedan,3,0,6,False
40-64,female,majority,20-29y,high school,working class,0.43192928411686055,False,after 2015,True,True,12000.0,sedan,2,0,0,False
26-39,male,majority,10-19y,university,upper class,0.613826977680089,True,after 2015,True,False,11000.0,sedan,2,0,1,False
26-39,female,minority,10-19y,none,working class,0.5103828246087652,False,before 2015,True,True,8000.0,sedan,1,1,0,False
40-64,female,majority,20-29y,high school,upper class,0.6641141721366366,True,before 2015,True,True,8000.0,sedan,4,0,2,False
65+,female,majority,30y+,high school,middle class,0.4676528882912088,True,after 2015,False,True,11000.0,sedan,3,0,3,False
26-39,male,majority,10-19y,high school,middle class,0.4100668478943091,True,before 2015,True,True,12000.0,sedan,1,0,3,False
16-25,female,majority,0-9y,high school,poverty,0.1694065530970372,False,before 2015,False,False,14000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.7538549039843241,True,after 2015,False,True,12000.0,sedan,2,3,0,False
65+,female,majority,30y+,high school,upper class,0.708984110429289,True,before 2015,False,True,12000.0,sedan,7,2,0,False
65+,male,majority,20-29y,high school,working class,0.3140366583099796,True,before 2015,True,True,13000.0,sports car,3,1,3,False
26-39,male,majority,0-9y,university,upper class,0.4456374212438535,True,before 2015,False,False,15000.0,sedan,0,0,0,True
65+,male,majority,20-29y,university,upper class,0.538423701629647,True,before 2015,True,True,12000.0,sedan,1,1,2,False
26-39,female,majority,10-19y,high school,upper class,0.6800632519161529,True,before 2015,False,True,12000.0,sedan,0,1,0,False
65+,female,majority,30y+,high school,upper class,0.6252551047182723,False,after 2015,True,True,5000.0,sedan,2,1,1,False
26-39,female,majority,10-19y,high school,middle class,0.5789086394845918,True,before 2015,False,True,9000.0,sports car,0,1,1,False
26-39,female,minority,0-9y,none,working class,0.4905686431114045,True,before 2015,False,True,13000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,university,upper class,0.7235892424829731,True,after 2015,False,False,12000.0,sedan,1,0,0,False
40-64,female,majority,0-9y,university,upper class,0.7477807628275938,True,after 2015,False,True,12000.0,sedan,0,0,0,False
65+,male,majority,10-19y,university,upper class,0.6331253784372326,True,before 2015,True,True,9000.0,sedan,4,1,3,False
40-64,male,majority,20-29y,high school,working class,0.4275608354586653,False,before 2015,False,True,14000.0,sedan,0,0,1,False
16-25,male,majority,0-9y,none,poverty,0.1719461465592734,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,working class,0.4175859096253334,False,before 2015,False,False,17000.0,sedan,1,0,1,False
65+,male,majority,30y+,none,middle class,0.4335788270627034,False,before 2015,True,True,9000.0,sedan,10,1,5,False
40-64,female,majority,20-29y,high school,upper class,0.613826977680089,True,before 2015,True,True,10000.0,sedan,2,1,0,False
16-25,male,majority,0-9y,high school,poverty,0.34833133094379204,False,before 2015,False,False,16000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,high school,poverty,0.2939442709464665,False,before 2015,False,False,15000.0,sedan,0,0,1,True
16-25,male,majority,0-9y,high school,working class,0.3667668775354431,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
26-39,female,majority,10-19y,university,middle class,0.7537068295963879,True,before 2015,False,False,14000.0,sedan,0,0,1,True
65+,female,majority,30y+,high school,upper class,0.5653739995178882,True,before 2015,True,True,8000.0,sports car,11,1,0,False
40-64,male,majority,20-29y,university,upper class,0.6992068026332687,True,before 2015,True,True,9000.0,sedan,4,2,0,False
40-64,female,majority,0-9y,high school,middle class,0.6759014187945687,False,before 2015,False,False,15000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.5819448753476587,True,after 2015,False,False,16000.0,sedan,0,0,1,False
65+,male,majority,30y+,university,upper class,0.5579938528070139,True,after 2015,True,True,8000.0,sedan,11,2,0,False
26-39,female,minority,10-19y,high school,working class,0.43192928411686055,False,before 2015,False,False,12000.0,sedan,1,0,0,True
65+,female,majority,0-9y,none,working class,0.5761218348559991,False,before 2015,True,False,13000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,none,poverty,0.2000544061533787,False,before 2015,False,False,13000.0,sedan,3,1,1,False
16-25,female,majority,0-9y,high school,poverty,0.2877081919505582,False,before 2015,False,False,16000.0,sedan,0,0,0,False
40-64,female,majority,10-19y,none,upper class,0.5479344934453008,True,before 2015,False,False,10000.0,sedan,2,0,0,False
26-39,female,majority,10-19y,high school,upper class,0.5660095062977862,True,before 2015,False,True,12000.0,sedan,1,0,1,False
16-25,male,majority,0-9y,high school,poverty,0.2942476343306913,True,before 2015,False,False,15000.0,sports car,0,0,0,False
16-25,male,majority,0-9y,high school,middle class,0.528252123724409,True,before 2015,False,False,14000.0,sedan,0,0,0,True
65+,female,majority,30y+,university,upper class,0.6247325793532983,True,after 2015,True,True,11000.0,sports car,1,1,1,False
26-39,female,minority,10-19y,high school,poverty,0.34833133094379204,False,before 2015,False,True,7000.0,sedan,1,0,2,False
26-39,male,majority,10-19y,high school,middle class,0.5236585383213973,True,after 2015,False,True,14000.0,sedan,2,0,2,False
26-39,female,majority,10-19y,university,upper class,0.7645391467624049,True,before 2015,False,True,7000.0,sedan,5,0,1,False
16-25,female,majority,0-9y,high school,poverty,0.34833133094379204,False,before 2015,False,False,15000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,middle class,0.5358175849673692,False,before 2015,True,False,15000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,poverty,0.3607985341463078,True,before 2015,False,False,16000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,middle class,0.4925676182081357,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
26-39,male,majority,10-19y,university,working class,0.43192928411686055,True,before 2015,False,True,13000.0,sedan,0,1,3,False
26-39,female,majority,0-9y,university,middle class,0.6749346402678857,False,after 2015,True,False,11697.003206900365,sedan,0,0,0,True
26-39,male,majority,10-19y,none,poverty,0.3593490144752712,False,before 2015,False,True,13000.0,sedan,5,1,2,True
16-25,female,majority,0-9y,none,poverty,0.3698460345206058,False,before 2015,False,False,14000.0,sedan,0,0,0,True
65+,female,majority,10-19y,university,upper class,0.7725842396081845,False,before 2015,False,True,16000.0,sedan,1,0,0,True
40-64,female,minority,0-9y,university,upper class,0.6208050516360596,True,after 2015,True,True,13000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,high school,middle class,0.5377571686257666,True,before 2015,True,True,11000.0,sedan,2,0,0,False
40-64,female,majority,20-29y,university,upper class,0.5823559985127149,True,after 2015,True,True,12000.0,sedan,0,0,0,False
40-64,male,majority,20-29y,high school,middle class,0.6350821354567281,True,before 2015,True,True,11697.003206900365,sedan,2,0,3,False
26-39,male,majority,10-19y,high school,upper class,0.6944868066429871,True,after 2015,True,True,12000.0,sedan,2,0,2,False
26-39,female,majority,0-9y,none,poverty,0.2921921490656985,False,after 2015,False,True,12000.0,sedan,0,0,0,False
65+,male,majority,20-29y,university,upper class,0.6406213074929796,True,before 2015,True,True,12000.0,sedan,4,0,3,False
26-39,male,minority,10-19y,university,upper class,0.613826977680089,True,after 2015,True,True,11000.0,sedan,2,1,2,False
26-39,female,majority,10-19y,high school,working class,0.3688705897717839,True,before 2015,False,False,13000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,middle class,0.3897883988501614,True,after 2015,False,True,15000.0,sedan,0,0,0,False
26-39,female,minority,10-19y,high school,middle class,0.5966110352087228,True,after 2015,False,True,11697.003206900365,sedan,0,0,1,False
40-64,female,minority,20-29y,high school,upper class,0.6636630728417405,True,after 2015,True,True,8000.0,sedan,2,0,5,False
26-39,female,majority,10-19y,high school,working class,0.3752825494625618,True,after 2015,False,False,16000.0,sedan,0,1,0,True
40-64,female,majority,20-29y,university,upper class,0.6518121915052597,True,after 2015,True,True,7000.0,sedan,2,0,4,False
26-39,female,majority,10-19y,high school,poverty,0.2438782761572769,True,before 2015,False,True,11697.003206900365,sedan,0,0,0,False
16-25,female,majority,0-9y,university,upper class,0.6531145655351576,True,before 2015,False,False,10000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,poverty,0.4233795488037928,True,before 2015,False,False,11697.003206900365,sedan,0,0,1,False
65+,female,majority,30y+,high school,upper class,0.613826977680089,False,before 2015,False,True,12000.0,sedan,2,1,5,False
65+,male,majority,30y+,university,middle class,0.4877163705214293,True,before 2015,True,True,14000.0,sedan,1,1,2,False
65+,female,majority,30y+,high school,upper class,0.7347168609010569,True,before 2015,False,True,14000.0,sedan,4,0,2,False
16-25,female,majority,0-9y,university,middle class,0.5426963745001643,True,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
40-64,female,majority,20-29y,high school,working class,0.4326072305459561,True,before 2015,True,True,11000.0,sedan,0,0,1,False
16-25,female,majority,0-9y,high school,working class,0.4082489900846957,False,before 2015,True,True,11000.0,sports car,0,0,0,True
26-39,female,majority,10-19y,high school,upper class,0.7139746286419786,True,before 2015,False,True,11000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,university,middle class,0.4744424816375184,True,before 2015,False,True,16000.0,sedan,0,0,2,True
40-64,male,majority,20-29y,university,upper class,0.613826977680089,True,before 2015,True,False,17000.0,sedan,1,0,1,False
40-64,male,majority,20-29y,university,upper class,0.609711031981781,True,after 2015,True,True,11697.003206900365,sedan,5,0,4,False
40-64,male,minority,20-29y,high school,middle class,0.5777847889982202,False,before 2015,False,True,12000.0,sedan,3,2,2,False
40-64,female,majority,10-19y,university,middle class,0.5045828282314394,True,before 2015,True,True,9000.0,sedan,1,0,1,False
16-25,male,minority,0-9y,university,middle class,0.3403461714413165,True,after 2015,False,False,12000.0,sedan,0,0,0,False
65+,male,majority,30y+,university,upper class,0.613826977680089,True,before 2015,False,True,15000.0,sedan,1,0,3,False
16-25,male,majority,0-9y,high school,middle class,0.5337722655596098,False,before 2015,False,True,13000.0,sedan,0,0,0,True
26-39,male,majority,0-9y,university,upper class,0.6366828182690416,False,after 2015,True,True,10000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.4544469195392025,True,before 2015,False,True,15000.0,sedan,2,0,1,False
26-39,female,majority,10-19y,high school,poverty,0.5120008207104843,False,before 2015,True,False,11000.0,sedan,3,0,0,True
40-64,female,minority,20-29y,none,working class,0.3644138664579334,False,before 2015,True,True,7000.0,sedan,0,0,1,False
65+,female,majority,10-19y,university,upper class,0.8573570012255691,False,before 2015,True,True,9000.0,sedan,1,1,2,True
26-39,male,majority,10-19y,none,middle class,0.5037686995508438,False,before 2015,False,True,11697.003206900365,sedan,0,0,1,True
26-39,male,minority,10-19y,none,middle class,0.535622682575498,True,after 2015,True,True,9000.0,sedan,2,0,1,False
65+,male,majority,30y+,university,upper class,0.6700081778757916,True,before 2015,False,True,11000.0,sedan,1,0,5,False
40-64,female,majority,20-29y,university,upper class,0.7086117611504978,True,before 2015,False,True,9000.0,sedan,1,0,0,False
40-64,female,majority,10-19y,university,middle class,0.6417202482487389,False,before 2015,True,True,10000.0,sedan,0,0,0,False
40-64,female,majority,0-9y,university,middle class,0.4504891385915822,True,before 2015,True,True,12000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,university,working class,0.4578980654711784,False,before 2015,False,True,13000.0,sedan,0,0,0,True
26-39,female,majority,0-9y,university,working class,0.2947766518672688,False,before 2015,True,True,11000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,working class,0.4702667725463446,True,before 2015,False,True,8000.0,sedan,1,0,0,False
