Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Brand,Model,Price_log,Kilometers_Driven_log
Hyderabad,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7,Maruti,ErtigaZDI,2.0149030205422647,10.985292722887856
Jaipur,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7,Maruti,SwiftDzire,1.8325814637483102,11.002099841204238
Bangalore,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,15,Mercedes-Benz,NewC-Class,2.224623551524334,10.572265193312061
Mumbai,Petrol,Manual,First,19.4,1198.0,86.8,5.0,9,Honda,BrioS,1.1474024528375417,9.741145078057485
Hyderabad,Petrol,Manual,First,16.0,1086.0,66.7,5.0,14,Hyundai,i10Magna,0.8329091229351039,11.294769455167058
Jaipur,Diesel,Manual,First,22.32,1582.0,126.32,5.0,10,Hyundai,Verna1.6,1.6582280766035324,11.227906509937931
Kochi,Diesel,Manual,First,28.09,1248.0,88.5,5.0,5,Maruti,CiazVDI,2.0014800002101243,10.626606071592057
Pune,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,16,Ford,Ikon1.3,0.4382549309311553,11.495708093019807
Pune,Petrol,Manual,Second,16.2,1199.0,74.0,5.0,5,Volkswagen,Polo1.2,1.791759469228055,10.896739325546411
Chennai,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6,Honda,Jazz1.2,1.7749523509116738,9.762902771722255
Bangalore,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,9,Honda,AmazeEX,1.547562508716013,10.42821608147111
Hyderabad,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7,Hyundai,i20Asta,1.8718021769015913,11.363926492282573
Hyderabad,Diesel,Manual,First,21.1,1248.0,73.9,5.0,10,Maruti,RitzVDi,1.2669476034873244,11.896989869538308
Chennai,Petrol,Manual,First,16.8,1497.0,116.3,5.0,8,Honda,CityV,1.9600947840472698,10.915088464214607
Hyderabad,Petrol,Manual,First,13.14,1798.0,160.0,5.0,12,Skoda,Superb1.8,1.791759469228055,10.883560269446571
Pune,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5,Maruti,VitaraBrezza,2.0781907597781832,10.545341438708522
Bangalore,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,13,Hyundai,i20Asta,1.410986973710262,11.06663836234181
Hyderabad,Petrol,Automatic,First,24.07,998.0,67.1,5.0,5,Maruti,AltoK10,1.3737155789130306,10.128948416805498
Kochi,Petrol,Manual,First,21.1,814.0,55.2,5.0,6,Hyundai,EONEra,1.4770487243883548,10.510532034042662
Mumbai,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11,Hyundai,i10Sportz,1.0116009116784799,10.46310334047155
Coimbatore,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,6,Mercedes-Benz,SLK-ClassSLK,4.017103481878653,10.031528902417012
Hyderabad,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,8,Audi,A62.0,3.367295829986474,10.778956289890028
Bangalore,Diesel,Manual,First,22.77,1498.0,98.59,5.0,9,Ford,EcoSport1.5,1.8870696490323797,11.036243585771075
Kolkata,Diesel,Automatic,First,14.3,1968.0,140.0,5.0,10,Volkswagen,PassatHighline,1.944480556245719,10.578292538848208
Bangalore,Diesel,Manual,First,13.68,2393.0,147.8,7.0,5,Toyota,InnovaCrysta,2.9311937524164198,11.079030017666526
Jaipur,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,12,Ford,FigoDiesel,0.2468600779315258,11.512945464770231
Pune,Petrol,Manual,Third,14.49,1399.0,92.7,5.0,16,Chevrolet,Aveo1.4,0.1823215567939546,11.26446410567173
Coimbatore,Petrol,Manual,First,18.5,1197.0,85.8,5.0,9,Maruti,RitzLXi,1.4609379041156563,10.963307036485082
Chennai,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,11,Land Rover,RoverFreelander,2.803360380906535,11.59910316121128
Coimbatore,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5,Hyundai,Grandi10,1.7298840655099674,11.218755726382893
Coimbatore,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,5,Ford,Endeavour3.2,3.4378506993101907,10.829411733378521
Kochi,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,9,Audi,Q52008-2012,3.2371085931292605,9.50688307286016
Kochi,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5,Hyundai,Verna1.6,2.064327903869788,10.537097020379877
Chennai,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,5,Mercedes-Benz,E-Class2015-2017,3.58351893845611,10.4341158035983
Pune,Diesel,Automatic,First,18.23651296194153,2987.0,165.0,5.0,8,Mercedes-Benz,M-ClassML,3.4011973816621555,11.695247021764184
Pune,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,14,Maruti,SwiftDzire,1.0473189942805592,11.06663836234181
Delhi,Petrol,Manual,First,13.0,1343.0,90.0,5.0,11,Honda,City1.3,1.252762968495368,11.512925464970229
Jaipur,Diesel,Manual,First,20.46,1461.0,83.8,5.0,8,Renault,Duster85PS,2.0149030205422647,11.225243392518447
Hyderabad,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,10,Mercedes-Benz,NewC-Class,2.9444389791664403,11.362102575235644
Hyderabad,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,7,BMW,X5xDrive,3.9889840465642745,11.141861783579396
Kochi,Petrol,Manual,First,19.1,1197.0,82.0,5.0,7,Hyundai,Xcent1.2,1.547562508716013,10.63875987814672
Hyderabad,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,5,Maruti,DzireAMT,2.1400661634962708,9.472704636443673
Kolkata,Diesel,Automatic,First,16.07,1995.0,181.0,4.0,9,BMW,3Series,2.833213344056216,10.571265641745532
Kochi,Petrol,Manual,First,22.74,796.0,47.3,5.0,5,Maruti,Alto800,1.2556160374777743,10.901358271402707
Bangalore,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,9,Audi,A42.0,2.970414465569701,10.735940049494326
Pune,Petrol,Automatic,Second,13.6,1598.0,181.0,4.0,10,Mini,CooperS,2.833213344056216,10.51867319162636
Coimbatore,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,7,Audi,Q73.0,3.769306703226551,10.757541113134543
Bangalore,Diesel,Manual,First,25.44,936.0,57.6,5.0,10,Chevrolet,BeatDiesel,0.9745596399981308,10.613983371430686
Kochi,Petrol,Manual,First,20.51,998.0,67.04,5.0,7,Maruti,WagonR,1.2584609896100056,10.688028161525285
Kolkata,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6,Nissan,TerranoXV,1.8325814637483102,10.87804719253426
Ahmedabad,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,7,BMW,3Series,3.2088254890146994,11.512925464970229
Mumbai,Petrol,Manual,First,20.85,1197.0,83.14,5.0,7,Maruti,SwiftDzire,1.6582280766035324,9.852194258148577
Jaipur,Diesel,Manual,First,17.72,1968.0,108.5,5.0,6,Skoda,YetiElegance,2.3978952727983707,11.33857207782545
Kochi,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,4,Ford,EcoSport1.5,2.2082744135228043,10.535556883587484
Chennai,Petrol,Manual,First,18.5,1197.0,80.0,5.0,12,Hyundai,i201.2,1.1786549963416462,11.123048232203717
Pune,Diesel,Manual,First,15.0,1248.0,88.5,5.0,5,Maruti,SCross,2.1400661634962708,10.373491181781864
Pune,Petrol,Manual,First,16.2,1599.0,103.2,5.0,12,Hyundai,VernaTransform,1.1314021114911006,10.839580911706463
Kochi,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,7,BMW,3Series,2.9887076586170265,10.974899921277583
Kolkata,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5,Hyundai,Grandi10,1.589235205116581,9.546812608597396
Delhi,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,8,Honda,Cityi-VTEC,1.7404661748405046,10.929851676996613
Chennai,Petrol,Manual,Third,16.1,1616.303290019353,112.3128981777716,5.0,16,Maruti,Swift1.3,0.5596157879354227,11.49067985602291
Kolkata,Diesel,Manual,First,25.2,1248.0,74.0,5.0,10,Maruti,SwiftVDI,1.0647107369924282,10.8636229061867
Coimbatore,Diesel,Manual,First,27.39,1248.0,74.0,5.0,4,Maruti,BalenoZeta,2.057962510002712,10.143802822358657
Kochi,Diesel,Manual,First,14.0,2179.0,138.1,7.0,7,Tata,SafariStorme,2.0980179272527715,10.611794244853895
Bangalore,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,14,Hyundai,AccentGLS,0.6931471805599453,11.184421397998193
Hyderabad,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6,Maruti,SwiftLDI,1.8325814637483102,10.908356766182873
Bangalore,Diesel,Manual,Second,17.8,1248.0,74.0,5.0,15,Maruti,SwiftVDI,1.2237754316221157,11.002099841204238
Coimbatore,Petrol,Automatic,First,21.9,624.0,37.48,4.0,6,Tata,NanoXTA,1.1600209167967532,10.12426831466115
Ahmedabad,Diesel,Manual,First,25.47,1248.0,88.5,7.0,5,Maruti,ErtigaVDI,2.0476928433652555,11.065684782829349
Delhi,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,8,Maruti,CelerioVXI,1.1631508098056809,10.46919900978639
Delhi,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7,Maruti,SwiftVDI,1.589235205116581,11.05089000537367
Kochi,Petrol,Manual,First,15.04,1598.0,103.6,5.0,10,Volkswagen,VentoPetrol,1.33500106673234,11.706656683315746
Chennai,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,13,Volkswagen,Jetta2007-2011,1.3862943611198906,11.522578721998366
Hyderabad,Diesel,Automatic,Second,20.7,1496.0,113.98,5.0,8,Mini,Cooper5,3.1570004211501135,11.002099841204238
Chennai,Diesel,Manual,First,17.2,1396.0,53.5,5.0,14,Tata,IndicaV2,0.13976194237515863,11.259966828576832
Hyderabad,Petrol,Manual,First,17.0,1086.0,62.1,5.0,15,Hyundai,SantroXing,0.7884573603642703,11.174609529780854
Mumbai,Diesel,Automatic,Second,18.23651296194153,2179.0,187.7,5.0,14,Land Rover,RoverRange,3.2771447329921766,10.915106645867503
Bangalore,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7,Honda,Cityi-VTEC,2.365559892155434,9.849823027950436
Coimbatore,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,6,Jaguar,XF2.2,3.5745903077118086,10.776390501067295
Kochi,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,5,Mercedes-Benz,E-Class2015-2017,3.4638591427868666,10.677477120940175
Chennai,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,11,Chevrolet,CruzeLTZ,1.4350845252893227,11.198214720130528
Ahmedabad,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7,Mahindra,XUV500W8,2.2925347571405443,11.18451861549464
Kochi,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,8,Mercedes-Benz,NewC-Class,2.738256043159276,10.946904205736288
Kochi,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4,Honda,JazzVX,2.135349173618132,9.90468683311161
Kolkata,Petrol,Manual,First,16.78,1496.0,88.73,5.0,9,Toyota,EtiosG,1.1786549963416462,10.64787427603904
Hyderabad,Petrol,Manual,First,19.7,796.0,46.3,5.0,10,Maruti,AltoLXi,0.9555114450274363,11.11463952485509
Coimbatore,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6,Maruti,SwiftVXI,1.6486586255873816,10.540223099170111
Pune,Petrol,Manual,Third,19.0,998.0,66.1,5.0,13,Maruti,A-StarVxi,0.5877866649021191,11.350406535472453
Chennai,Petrol,Manual,First,25.4,624.0,37.48,4.0,11,Tata,NanoLx,0.47000362924573563,10.46310334047155
Kolkata,Diesel,Manual,First,25.5,1498.0,99.0,5.0,7,Ford,FigoTitanium,0.9162907318741551,11.184907390995573
Jaipur,Petrol,Manual,First,16.0,1368.0,90.0,5.0,11,Fiat,LineaEmotion,0.9162907318741551,10.789319076925574
Coimbatore,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5,Ford,FigoAspire,1.9021075263969205,10.270003910505718
Hyderabad,Petrol,Manual,First,15.4,1590.0,94.0,5.0,17,Maruti,BalenoLXI,0.1823215567939546,11.43442323681527
Coimbatore,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,6,BMW,3Series,3.5709401562492498,9.571574905170932
Jaipur,Diesel,Manual,First,17.9,1998.0,163.7,5.0,5,Chevrolet,CruzeLTZ,2.0476928433652555,10.841285340694714
Chennai,Diesel,Manual,First,12.7,2609.0,116.6,8.0,17,Mahindra,Scorpio2.6,0.6626879730752367,10.819778284410283
Hyderabad,Diesel,Manual,First,25.0,1396.0,69.0,5.0,6,Tata,IndicaV2,0.7884573603642703,11.198214720130528
Ahmedabad,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,11,Chevrolet,CruzeLTZ,1.33500106673234,11.002099841204238
Chennai,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6,Toyota,Innova2.5,2.750470916986162,10.819778284410283
Coimbatore,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,4,Mercedes-Benz,NewC-Class,3.675540889674756,10.513171599094814
Kolkata,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,11,Maruti,RitzVXi,0.4054651081081644,10.819778284410283
Ahmedabad,Diesel,Manual,First,12.8,2494.0,102.0,8.0,9,Toyota,Innova2.5,2.180417459019838,11.451050061252142
Bangalore,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,9,Toyota,Fortuner4x4,2.884800712846709,11.211820372186306
Coimbatore,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,8,Hyundai,i10Sportz,1.6253112615903906,10.621717513463537
Bangalore,Diesel,Manual,First,22.32,1582.0,126.32,5.0,10,Hyundai,Verna1.6,1.8325814637483102,11.112447898373103
Bangalore,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,7,Audi,Q32012-2015,3.1245651453969594,11.250612199202282
Kolkata,Petrol,Manual,First,18.6,1199.0,79.4,5.0,12,Chevrolet,BeatLS,0.37843643572024505,9.746131741759921
Pune,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,15,Ford,Fiesta1.4,0.7178397931503168,11.633442537517066
Coimbatore,Diesel,Manual,First,20.0,1399.0,68.0,5.0,8,Ford,FigoDiesel,1.4060969884160703,11.224976690289903
Hyderabad,Petrol,Automatic,First,23.1,998.0,67.04,5.0,8,Maruti,CelerioVXI,1.5151272329628591,10.705489138008156
Mumbai,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,9,Mercedes-Benz,AClass,2.6390573296152584,10.51867319162636
Ahmedabad,Petrol,Manual,First,15.8,1591.0,121.3,5.0,6,Hyundai,Creta1.6,2.388762789235098,9.95227771670556
Bangalore,Petrol,Manual,First,18.9,998.0,67.1,5.0,12,Maruti,WagonR,0.8960880245566357,11.305224559836876
Delhi,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,9,Mercedes-Benz,E-Class2009-2013,2.760009940032921,11.156250521031495
Mumbai,Petrol,Manual,First,18.88,1499.0,110.4,5.0,5,Ford,EcoSport1.5,2.1102132003465894,8.29853954537488
Delhi,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,9,Renault,Koleos2.0,2.1400661634962708,11.156250521031495
Coimbatore,Diesel,Manual,First,16.0,2179.0,140.0,7.0,6,Mahindra,XUV500W10,2.7434173449395014,10.942562128488042
Hyderabad,Petrol,Manual,First,16.8,796.0,34.2,8.0,9,Maruti,OmniE,0.8544153281560676,10.198951765429964
Coimbatore,Petrol,Manual,First,22.5,998.0,67.04,5.0,7,Maruti,WagonR,1.463255402256019,11.19270642661334
Jaipur,Diesel,Manual,Second,13.1,2499.0,141.0,7.0,14,Ford,EndeavourXLT,1.3609765531356006,12.230765258120545
Hyderabad,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,11,Hyundai,Verna1.6,1.6486586255873816,11.49272275765271
Mumbai,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4,Hyundai,i20Magna,1.766441661243765,9.878169744551839
Bangalore,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,9,Maruti,ErtigaZXI,1.8325814637483102,11.127262984158243
Coimbatore,Diesel,Automatic,First,14.0,2179.0,155.0,7.0,3,Mahindra,XUV500W9,2.869601996409779,9.886036158922373
Mumbai,Diesel,Manual,First,23.65,1248.0,88.5,5.0,5,Maruti,SX4S,2.277267285009756,10.165851817003619
Bangalore,Petrol,Automatic,First,18.1,3498.0,306.0,2.0,7,Mercedes-Benz,SLK-ClassSLK,4.007333185232471,9.210340371976184
Hyderabad,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11,Volkswagen,PoloDiesel,1.410986973710262,11.225510023635879
Hyderabad,Diesel,Manual,First,12.55,2982.0,168.5,7.0,11,Toyota,Fortuner4x4,2.4840729690394228,11.964001084330445
Kochi,Diesel,Manual,First,16.0,2179.0,140.0,7.0,5,Mahindra,XUV500W10,2.605648267484129,10.686772467932132
Mumbai,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,6,Mercedes-Benz,GLE250d,4.02535169073515,9.95227771670556
Chennai,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6,Honda,Jazz1.2,1.8718021769015913,10.055349901845375
Pune,Diesel,Manual,First,23.4,1248.0,74.0,5.0,9,Maruti,SwiftDzire,1.55814461804655,11.385092093460344
Hyderabad,Petrol,Manual,First,17.01,1591.0,121.3,5.0,8,Hyundai,Verna1.6,1.7227665977411035,11.112447898373103
Coimbatore,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,5,Ford,Endeavour3.2,3.374168709274236,10.99601469754829
Kolkata,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4,Hyundai,i201.2,1.8484548129046001,9.305650551780507
Mumbai,Petrol,Manual,First,16.8,1497.0,116.3,5.0,9,Honda,City1.5,1.599387576580599,11.013188138189658
Hyderabad,Diesel,Manual,First,27.4,1498.0,98.6,5.0,4,Honda,AmazeVX,2.1400661634962708,9.392661928770137
Kolkata,Petrol,Manual,First,17.1,1591.0,121.3,5.0,9,Hyundai,Verna1.6,1.5040773967762742,10.46310334047155
Chennai,Diesel,Manual,First,24.2,1498.0,98.6,7.0,7,Honda,MobilioS,1.7047480922384253,11.082142548877775
Kochi,Diesel,Manual,First,20.77,1248.0,88.8,7.0,9,Maruti,ErtigaZDI,1.8809906029559975,10.594858155916969
Pune,Petrol,Manual,First,24.07,998.0,67.1,5.0,8,Maruti,AltoK10,0.8329091229351039,10.799575577092764
Pune,Diesel,Manual,Second,13.1,2446.0,75.0,10.0,18,Toyota,QualisFS,1.252762968495368,11.26134385814317
Kochi,Petrol,Manual,First,20.36,1197.0,78.9,5.0,6,Hyundai,i10Sportz,1.5151272329628591,9.97375960552146
Bangalore,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,13,Skoda,Laura1.9,2.0476928433652555,11.211820372186306
Mumbai,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,7,Hyundai,i20Asta,1.6582280766035324,10.51867319162636
Coimbatore,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,9,BMW,5Series,3.1480240838962494,11.595794942792523
Mumbai,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,6,BMW,3Series,3.177637076851603,10.545341438708522
Pune,Petrol,Manual,First,14.49,1399.0,92.7,5.0,12,Chevrolet,Aveo1.4,0.5822156198526637,11.289781913656018
Mumbai,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,11,Mercedes-Benz,E-Class2009-2013,2.631888840136646,10.757902880692196
Kolkata,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,9,Audi,A62011-2015,2.9418039315284354,10.341742483467284
Kolkata,Petrol,Manual,First,20.51,998.0,67.04,5.0,8,Maruti,WagonR,0.9122827104766164,10.596634733096073
Jaipur,Petrol,Manual,First,25.17,799.0,53.3,5.0,6,Renault,KWIDRXT,1.1474024528375417,8.331345424845724
Mumbai,Diesel,Manual,First,21.66,1498.0,108.62,5.0,5,Volkswagen,Ameo1.5,1.864080130807681,10.839580911706463
Ahmedabad,Diesel,Manual,First,22.07,1199.0,73.9,5.0,9,Volkswagen,PoloDiesel,1.4469189829363254,10.915088464214607
Hyderabad,Petrol,Manual,First,22.74,796.0,47.3,5.0,8,Maruti,Alto800,1.0116009116784799,10.976782033219948
Kochi,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5,Hyundai,i20Asta,1.965712776351493,10.978831214264883
Mumbai,Petrol,Manual,First,18.3,1197.0,67.08,5.0,10,Toyota,EtiosLiva,0.8919980393051105,10.295698544965877
Jaipur,Petrol,Manual,Third,17.0,1197.0,80.0,5.0,10,Hyundai,i201.2,1.252762968495368,11.172854761626727
Chennai,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5,Hyundai,i201.4,1.9878743481543455,9.392661928770137
Kolkata,Petrol,Manual,First,20.51,998.0,67.04,5.0,8,Maruti,WagonR,1.0116009116784799,10.126631103850338
Bangalore,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,5,Hyundai,i201.4,2.1041341542702074,10.668955394675699
Mumbai,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,7,Volkswagen,PoloGT,1.873339456220478,10.951192437263671
Pune,Diesel,Manual,First,20.0,1399.0,68.05,5.0,7,Ford,FigoDiesel,1.4469189829363254,11.429543856031177
Coimbatore,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,8,Maruti,SwiftZXI,1.8261608959453874,10.415472504021965
Kochi,Diesel,Manual,First,24.0,1120.0,70.0,5.0,6,Hyundai,Grandi10,1.5216989981260935,10.870946570984682
Chennai,Diesel,Manual,First,14.02,2179.0,118.3,7.0,6,Mahindra,XyloH4,2.0149030205422647,12.2783933071098
Delhi,CNG,Manual,First,37.562,796.0,38.4,5.0,10,Maruti,AltoGreen,0.7419373447293773,11.090370147631774
Coimbatore,Petrol,Manual,First,19.81,1086.0,68.05,5.0,8,Hyundai,i10Magna,1.4085449700547104,11.004397200252921
Mumbai,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,8,Skoda,OctaviaElegance,2.3749057545736716,11.33857207782545
Mumbai,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,8,BMW,X52014-2019,3.7256934272366524,10.757902880692196
Hyderabad,Petrol,Automatic,First,23.1,998.0,67.04,5.0,8,Maruti,CelerioVXI,1.4816045409242156,10.417807065556374
Jaipur,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,9,Volkswagen,VentoDiesel,1.8325814637483102,11.736069016284437
Pune,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,11,BMW,3Series,2.3513752571634776,11.508977682722131
Mumbai,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8,Maruti,ErtigaZDI,1.9810014688665833,11.06663836234181
Hyderabad,Diesel,Manual,First,20.0,1399.0,68.05,5.0,9,Ford,FigoDiesel,1.1631508098056809,10.839580911706463
Mumbai,Petrol,Manual,First,16.47,1198.0,74.0,5.0,8,Volkswagen,Polo1.2,1.3737155789130306,10.950806546816688
Coimbatore,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,13,Audi,A63.0,2.4907230351094403,10.77978927619392
Pune,Diesel,Manual,First,13.68,2393.0,147.8,7.0,5,Toyota,InnovaCrysta,2.9231615807191558,10.673595774232203
Delhi,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,9,Hyundai,Verna1.6,1.7404661748405046,11.097410021008562
Kolkata,Petrol,Manual,First,17.92,1086.0,62.1,5.0,9,Hyundai,SantroXing,0.5596157879354227,10.341742483467284
Delhi,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,11,Audi,A42.0,2.39698576841553,10.736396675471232
Kolkata,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,10,Audi,A42.0,2.6741486494265287,10.76523761774909
Jaipur,Diesel,Manual,First,17.0,1896.0,105.0,5.0,13,Skoda,Laura1.9,1.1346227261911428,11.512925464970229
Coimbatore,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,7,Honda,CR-V2.0L,2.6361960973342264,11.064385827288515
Coimbatore,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7,Hyundai,Verna1.6,1.9615022438151495,11.198159924108706
Chennai,Diesel,Manual,First,24.5,1498.0,98.6,7.0,8,Honda,MobilioRS,1.9315214116032138,10.043249494911286
Coimbatore,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4,Hyundai,i201.2,2.050270164379556,9.679406061493943
Kolkata,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,11,Toyota,Innova2.5,1.7047480922384253,11.49272275765271
Hyderabad,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8,Hyundai,i20Magna,1.6770965609079151,11.157521142022066
Chennai,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,11,Mahindra,BoleroVLX,1.5040773967762742,11.502875129116727
Jaipur,Diesel,Manual,First,20.34,1498.0,103.2,5.0,8,Volkswagen,Vento1.5,1.55814461804655,11.184421397998193
Coimbatore,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,7,Jaguar,XF2.2,3.490428515390098,10.696344312245051
Mumbai,Petrol,Manual,First,17.3,993.0,60.0,5.0,17,Maruti,ZenLXi,-0.35667494393873245,11.532728092266408
Coimbatore,Diesel,Automatic,First,13.0,2987.0,258.0,5.0,4,Mercedes-Benz,E-ClassFacelift,3.9178062501838733,10.944682570334287
Mumbai,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,12,Toyota,Fortuner3.0,2.39698576841553,10.637056647594989
Coimbatore,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7,Hyundai,Grandi10,1.7173950539391927,11.030314698685258
Jaipur,Diesel,Manual,First,25.4,1186.0,73.97,5.0,4,Hyundai,Xcent1.2,1.7749523509116738,10.138638722974616
Coimbatore,Petrol,Manual,First,15.29,1591.0,121.3,5.0,6,Hyundai,Creta1.6,2.2438960966453663,10.758243248292487
Bangalore,Petrol,Manual,First,20.36,1197.0,78.9,5.0,12,Hyundai,i10Sportz,1.0647107369924282,11.141861783579396
Delhi,Petrol,Manual,First,19.4,1198.0,86.8,5.0,6,Honda,BrioS,1.3029127521808397,10.395130356885344
Coimbatore,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,7,Toyota,Fortuner4x2,3.075928815548268,11.526206875276143
Ahmedabad,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,11,Audi,A42.0,2.5257286443082556,10.985292722887856
Kochi,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,4,Toyota,InnovaCrysta,2.991724252156452,10.639119344702229
Jaipur,Diesel,Manual,First,25.1,1498.0,98.6,5.0,8,Honda,Cityi,1.9095425048844386,11.179534476424797
Kochi,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7,Honda,Cityi,1.9401794743463283,11.297328367411419
Jaipur,Petrol,Manual,First,21.7,999.0,67.0,5.0,5,Renault,KWID1.0,1.1786549963416462,11.055040111914732
Hyderabad,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4,Maruti,SwiftDDiS,2.157559320943788,8.604471199523298
Pune,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5,Maruti,CelerioVXI,1.6094379124341003,8.922658299524402
Delhi,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11,Mahindra,XUV500W8,1.7047480922384253,11.097410021008562
Jaipur,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,12,Hyundai,i10Magna,0.9555114450274363,11.109009156851915
Kochi,Petrol,Manual,First,19.81,1086.0,68.05,5.0,8,Hyundai,i10Magna,1.2267122912954254,10.976303286160228
Kolkata,Petrol,Manual,First,22.0,1197.0,81.8,5.0,11,Maruti,DzireVXI,0.9932517730102834,10.75122103231314
